! cvtTypeKdegC.data
"typeKdegC" 0 0 1000 4095 .5 -270 1372 1
!
-6.458	-6.457	-6.456	-6.455	-6.453	-6.452	-6.450	-6.448	-6.446	-6.444
-6.441	-6.438	-6.435	-6.432	-6.429	-6.425	-6.421	-6.417	-6.413	-6.408

-6.404	-6.399	-6.394	-6.388	-6.382	-6.377	-6.371	-6.364	-6.358	-6.351
-6.344	-6.337	-6.329	-6.322	-6.314	-6.306	-6.297	-6.289	-6.280	-6.271
-6.262	-6.253	-6.243	-6.233	-6.223	-6.213	-6.202	-6.192	-6.181	-6.170
-6.158	-6.147	-6.135	-6.123	-6.111	-6.099	-6.087	-6.074	-6.061	-6.048
-6.035	-6.021	-6.007	-5.994	-5.980	-5.965	-5.951	-5.936	-5.922	-5.907

-5.891	-5.876	-5.860	-5.845	-5.829	-5.813	-5.796	-5.780	-5.763	-5.747
-5.730	-5.712	-5.695	-5.678	-5.660	-5.642	-5.624	-5.606	-5.587	-5.569
-5.550	-5.531	-5.512	-5.493	-5.474	-5.454	-5.434	-5.414	-5.394	-5.374
-5.354	-5.333	-5.313	-5.292	-5.271	-5.249	-5.228	-5.207	-5.185	-5.163
-5.141	-5.119	-5.097	-5.074	-5.051	-5.029	-5.006	-4.983	-4.959	-4.936

-4.912	-4.889	-4.865	-4.841	-4.817	-4.792	-4.768	-4.743	-4.719	-4.694
-4.669	-4.644	-4.618	-4.593	-4.567	-4.541	-4.515	-4.489	-4.463	-4.437
-4.410	-4.384	-4.357	-4.330	-4.303	-4.276	-4.248	-4.221	-4.193	-4.166
-4.138	-4.110	-4.082	-4.053	-4.025	-3.997	-3.968	-3.939	-3.910	-3.881
-3.852	-3.823	-3.793	-3.764	-3.734	-3.704	-3.674	-3.644	-3.614	-3.584

-3.553	-3.523	-3.492	-3.461	-3.430	-3.399	-3.368	-3.337	-3.305	-3.274
-3.242	-3.211	-3.179	-3.147	-3.115	-3.082	-3.050	-3.018	-2.985	-2.953
-2.920	-2.887	-2.854	-2.821	-2.788	-2.754	-2.721	-2.687	-2.654	-2.620
-2.586	-2.552	-2.518	-2.484	-2.450	-2.416	-2.381	-2.347	-2.312	-2.277
-2.243	-2.208	-2.173	-2.137	-2.102	-2.067	-2.032	-1.996	-1.961	-1.925

-1.889	-1.853	-1.817	-1.781	-1.745	-1.709	-1.673	-1.636	-1.600	-1.563
-1.527	-1.490	-1.453	-1.416	-1.379	-1.342	-1.305	-1.268	-1.231	-1.193
-1.156	-1.118	-1.081	-1.043	-1.005	-0.968	-0.930	-0.892	-0.854	-0.816
-0.777	-0.739	-0.701	-0.662	-0.624	-0.585	-0.547	-0.508	-0.469	-0.431
-0.392	-0.353	-0.314	-0.275	-0.236	-0.197	-0.157	-0.118	-0.079	-0.039

0.000	0.039	0.079	0.119	0.158	0.198	0.238	0.277	0.317	0.357
0.397	0.437	0.477	0.517	0.557	0.597	0.637	0.677	0.718	0.758
0.798	0.838	0.879	0.919	0.960	1.000	1.041	1.081	1.122	1.162
1.203	1.244	1.285	1.325	1.366	1.407	1.448	1.489	1.529	1.570
1.611	1.652	1.693	1.734	1.776	1.817	1.858	1.899	1.940	1.981

2.022	2.064	2.105	2.146	2.188	2.229	2.270	2.312	2.353	2.394
2.436	2.477	2.519	2.560	2.601	2.643	2.684	2.726	2.767	2.809
2.850	2.892	2.933	2.975	3.016	3.058	3.100	3.141	3.183	3.224
3.266	3.307	3.349	3.390	3.432	3.473	3.515	3.556	3.598	3.639
3.681	3.722	3.764	3.805	3.847	3.888	3.930	3.971	4.012	4.054

4.095	4.137	4.178	4.219	4.261	4.302	4.343	4.384	4.426	4.467
4.508	4.549	4.590	4.632	4.673	4.714	4.755	4.796	4.837	4.878
4.919	4.960	5.001	5.042	5.083	5.124	5.164	5.205	5.246	5.287
5.327	5.368	5.409	5.450	5.490	5.531	5.571	5.612	5.652	5.693
5.733	5.774	5.814	5.855	5.895	5.936	5.976	6.016	6.057	6.097

6.137	6.177	6.218	6.258	6.298	6.338	6.378	6.419	6.459	6.499
6.539	6.579	6.619	6.659	6.699	6.739	6.779	6.819	6.859	6.899
6.939	6.979	7.019	7.059	7.099	7.139	7.179	7.219	7.259	7.299
7.338	7.378	7.418	7.458	7.498	7.538	7.578	7.618	7.658	7.697
7.737	7.777	7.817	7.857	7.897	7.937	7.977	8.017	8.057	8.097

8.137	8.177	8.216	8.256	8.296	8.336	8.376	8.416	8.456	8.497
8.537	8.577	8.617	8.657	8.697	8.737	8.777	8.817	8.857	8.898
8.938	8.978	9.018	9.058	9.099	9.139	9.179	9.220	9.260	9.300
9.341	9.381	9.421	9.462	9.502	9.543	9.583	9.624	9.664	9.705
9.745	9.786	9.826	9.867	9.907	9.948	9.989	10.029	10.070	10.111

10.151	10.192	10.233	10.274	10.315	10.355	10.396	10.437	10.478	10.519
10.560	10.600	10.641	10.682	10.723	10.764	10.805	10.846	10.887	10.928
10.969	11.010	11.051	11.093	11.134	11.175	11.216	11.257	11.298	11.339
11.381	11.422	11.463	11.504	11.546	11.587	11.628	11.669	11.711	11.752
11.793	11.835	11.876	11.918	11.959	12.000	12.042	12.083	12.125	12.166

12.207	12.249	12.290	12.332	12.373	12.415	12.456	12.498	12.539	12.581
12.623	12.664	12.706	12.747	12.789	12.831	12.872	12.914	12.955	12.997
13.039	13.080	13.122	13.164	13.205	13.247	13.289	13.331	13.372	13.414
13.456	13.497	13.539	13.581	13.623	13.665	13.706	13.748	13.790	13.832
