!header
"typeJdegC" 0 0 700 4095 .5 -210 760 1
!data

-8.096	-8.076	-8.057	-8.037	-8.017	-7.996	-7.976	-7.955	-7.934	-7.912

	
-7.890	-7.868	-7.846	-7.824	-7.801	-7.778	-7.755	-7.731	-7.707	-7.683
-7.659	-7.634	-7.609	-7.584	-7.559	-7.533	-7.508	-7.482	-7.455	-7.429
-7.402	-7.375	-7.348	-7.321	-7.293	-7.265	-7.237	-7.209	-7.180	-7.151
-7.122	-7.093	-7.064	-7.034	-7.004	-6.974	-6.944	-6.914	-6.883	-6.852
-6.821	-6.790	-6.758	-6.727	-6.695	-6.663	-6.630	-6.598	-6.565	-6.532


-6.499	-6.466	-6.433	-6.399	-6.365	-6.331	-6.297	-6.263	-6.228	-6.194
-6.159	-6.124	-6.089	-6.053	-6.018	-5.982	-5.946	-5.910	-5.874	-5.837
-5.801	-5.764	-5.727	-5.690	-5.653	-5.615	-5.578	-5.540	-5.502	-5.464
-5.426	-5.388	-5.349	-5.311	-5.272	-5.233	-5.194	-5.155	-5.115	-5.076
-5.036	-4.996	-4.956	-4.916	-4.876	-4.836	-4.795	-4.755	-4.714	-4.673


-4.632	-4.591	-4.550	-4.508	-4.467	-4.425	-4.383	-4.341	-4.299	-4.257
-4.215	-4.172	-4.130	-4.087	-4.044	-4.001	-3.958	-3.915	-3.872	-3.829
-3.785	-3.742	-3.698	-3.654	-3.610	-3.566	-3.522	-3.478	-3.433	-3.389
-3.344	-3.299	-3.255	-3.210	-3.165	-3.120	-3.074	-3.029	-2.984	-2.938
-2.892	-2.847	-2.801	-2.755	-2.709	-2.663	-2.617	-2.570	-2.524	-2.478


-2.431	-2.384	-2.338	-2.291	-2.244	-2.197	-2.150	-2.102	-2.055	-2.008
-1.960	-1.913	-1.865	-1.818	-1.770	-1.722	-1.674	-1.626	-1.578	-1.530
-1.481	-1.433	-1.385	-1.336	-1.288	-1.239	-1.190	-1.141	-1.093	-1.044
-0.995	-0.945	-0.896	-0.847	-0.798	-0.748	-0.699	-0.650	-0.600	-0.550
-0.501	-0.451	-0.401	-0.351	-0.301	-0.251	-0.201	-0.151	-0.101	-0.050


0.0	0.050	0.101	0.151	0.202	0.253	0.303	0.354	0.405	0.456
0.507	0.558	0.609	0.660	0.711	0.762	0.813	0.865	0.916	0.967
1.019	1.070	1.122	1.174	1.225	1.277	1.329	1.381	1.432	1.484
