! cvtTypeKdegF.data
"typeKdegF" 32 0 1832 4095 1.0 -454 2500 1
!
						-6.458	-6.457	-6.457	-6.456
	
-6.456	-6.455	-6.454	-6.454	-6.453	-6.452	-6.451	-6.450	-6.449	-6.448
-6.447	-6.445	-6.444	-6.443	-6.441	-6.440	-6.438	-6.436	-6.435	-6.433
-6.431	-6.429	-6.427	-6.425	-6.423	-6.421	-6.419	-6.416	-6.414	-6.411
-6.409	-6.406	-6.404	-6.401	-6.398	-6.395	-6.392	-6.389	-6.386	-6.383
-6.380	-6.377	-6.373	-6.370	-6.366	-6.363	-6.359	-6.355	-6.352	-6.348

-6.344	-6.340	-6.336	-6.332	-6.328	-6.323	-6.319	-6.315	-6.310	-6.306
-6.301	-6.296	-6.292	-6.287	-6.282	-6.277	-6.272	-6.267	-6.262	-6.257
-6.251	-6.246	-6.241	-6.235	-6.230	-6.224	-6.219	-6.213	-6.207	-6.201
-6.195	-6.189	-6.183	-6.177	-6.171	-6.165	-6.158	-6.152	-6.146	-6.139
-6.133	-6.126	-6.119	-6.113	-6.106	-6.099	-6.092	-6.085	-6.078	-6.071

-6.064	-6.057	-6.049	-6.042	-6.035	-6.027	-6.020	-6.012	-6.004	-5.997
-5.989	-5.981	-5.973	-5.965	-5.957	-5.949	-5.941	-5.933	-5.925	-5.917
-5.908	-5.900	-5.891	-5.883	-5.874	-5.866	-5.857	-5.848	-5.839	-5.831
-5.822	-5.813	-5.804	-5.795	-5.786	-5.776	-5.767	-5.758	-5.748	-5.739
-5.730	-5.720	-5.711	-5.701	-5.691	-5.682	-5.672	-5.662	-5.652	-5.642

-5.632	-5.622	-5.612	-5.602	-5.592	-5.581	-5.571	-5.561	-5.550	-5.540
-5.529	-5.519	-5.508	-5.497	-5.487	-5.476	-5.465	-5.454	-5.443	-5.432
-5.421	-5.410	-5.399	-5.388	-5.376	-5.365	-5.354	-5.342	-5.331	-5.319
-5.308	-5.296	-5.285	-5.273	-5.261	-5.249	-5.238	-5.226	-5.214	-5.202
-5.190	-5.178	-5.165	-5.153	-5.141	-5.129	-5.116	-5.104	-5.092	-5.079

-5.067	-5.054	-5.041	-5.029	-5.016	-5.003	-4.990	-4.978	-4.965	-4.952
-4.939	-4.926	-4.912	-4.899	-4.886	-4.873	-4.860	-4.846	-4.833	-4.819
-4.806	-4.792	-4.779	-4.765	-4.752	-4.738	-4.724	-4.710	-4.697	-4.683
-4.669	-4.655	-4.641	-4.627	-4.613	-4.598	-4.584	-4.570	-4.556	-4.541
-4.527	-4.512	-4.498	-4.484	-4.469	-4.454	-4.440	-4.425	-4.410	-4.396

-4.381	-4.366	-4.351	-4.336	-4.321	-4.306	-4.291	-4.276	-4.261	-4.245
-4.230	-4.215	-4.200	-4.184	-4.169	-4.153	-4.138	-4.122	-4.107	-4.091
-4.075	-4.060	-4.044	-4.028	-4.012	-3.997	-3.981	-3.965	-3.949	-3.933
-3.917	-3.901	-3.884	-3.868	-3.852	-3.836	-3.819	-3.803	-3.787	-3.770
-3.754	-3.737	-3.721	-3.704	-3.688	-3.671	-3.654	-3.637	-3.621	-3.604

-3.587	-3.570	-3.553	-3.536	-3.519	-3.502	-3.485	-3.468	-3.451	-3.434
-3.417	-3.399	-3.382	-3.365	-3.347	-3.330	-3.312	-3.295	-3.277	-3.260
-3.242	-3.225	-3.207	-3.189	-3.172	-3.154	-3.136	-3.118	-3.100	-3.082
-3.065	-3.047	-3.029	-3.010	-2.992	-2.974	-2.956	-2.938	-2.920	-2.902
-2.883	-2.865	-2.847	-2.828	-2.810	-2.791	-2.773	-2.754	-2.736	-2.717

-2.699	-2.680	-2.661	-2.643	-2.624	-2.605	-2.586	-2.567	-2.549	-2.530
-2.511	-2.492	-2.473	-2.454	-2.435	-2.416	-2.397	-2.377	-2.358	-2.339
-2.320	-2.300	-2.281	-2.262	-2.243	-2.223	-2.204	-2.184	-2.165	-2.145
-2.126	-2.106	-2.087	-2.067	-2.047	-2.028	-2.008	-1.988	-1.968	-1.949
-1.929	-1.909	-1.889	-1.869	-1.849	-1.829	-1.809	-1.789	-1.769	-1.749

-1.729	-1.709	-1.689	-1.669	-1.648	-1.628	-1.608	-1.588	-1.567	-1.547
-1.527	-1.506	-1.486	-1.465	-1.445	-1.424	-1.404	-1.383	-1.363	-1.342
-1.322	-1.301	-1.280	-1.260	-1.239	-1.218	-1.197	-1.177	-1.156	-1.135
-1.114	-1.093	-1.072	-1.051	-1.031	-1.010	-0.989	-0.968	-0.946	-0.925
-0.904	-0.883	-0.862	-0.841	-0.820	-0.799	-0.777	-0.756	-0.735	-0.714

-0.692	-0.671	-0.650	-0.628	-0.607	-0.585	-0.564	-0.543	-0.521	-0.500
-0.478	-0.457	-0.435	-0.413	-0.392	-0.370	-0.349	-0.327	-0.305	-0.284
-0.262	-0.240	-0.218	-0.197	-0.175	-0.153	-0.131	-0.109	-0.088	-0.066
-0.044	-0.022	0.000	0.022	0.044	0.066	0.088	0.110	0.132	0.154
0.176	0.198	0.220	0.242	0.264	0.286	0.308	0.331	0.353	0.375

0.397	0.419	0.441	0.464	0.486	0.508	0.530	0.553	0.575	0.597
0.619	0.642	0.664	0.686	0.709	0.731	0.753	0.776	0.798	0.821
0.843	0.865	0.888	0.910	0.933	0.955	0.978	1.000	1.023	1.045
1.068	1.090	1.113	1.135	1.158	1.181	1.203	1.226	1.248	1.271
1.294	1.316	1.339	1.362	1.384	1.407	1.430	1.452	1.475	1.498

1.520	1.543	1.566	1.589	1.611	1.634	1.657	1.680	1.703	1.725
1.748	1.771	1.794	1.817	1.839	1.862	1.885	1.908	1.931	1.954
1.977	2.000	2.022	2.045	2.068	2.091	2.114	2.137	2.160	2.183
2.206	2.229	2.252	2.275	2.298	2.321	2.344	2.367	2.390	2.413
2.436	2.459	2.482	2.505	2.528	2.551	2.574	2.597	2.620	2.643

